NAME,ADDRESS,CITY_1,CITY
"WM+ HCM T1-0.02, Calla Garden","T1-0.02 tại Tầng trệt, Chung cư Calla Garden , KDC Greenlife 13C, Đường Nguyễn Văn Linh, Xã Phong Phú Huyện Bình Chánh, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM T2-0.02 CC Calla Garden,"T2-0.02, tầng trệt, Chung cư Calla Garden, Nguyễn Văn Linh, xã Phong Phú, Huyện Bình Chánh, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM B8/29B Hưng Nhơn,"B8/29B Hưng Nhơn, X. Tân Kiên, H. Bình Chánh TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM A1/27A,  Ấp 1, Xã Vĩnh Lộc","A1/27A, Ấp 1, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM C3/5 Ấp 3,"C3/5 Ấp 3 xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM E2/6N Đường Thới Hòa,"E2/6N Đường Thới Hòa, Ấp 5A,  X. Vĩnh Lộc A, H. Bình Chánh, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM E8/2H Ấp 5,"E8/2H Ấp 5, xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM F12/2G Ấp 6,"F12/2G Ấp 6, xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM B13/29B Ấp 2C X. Vĩnh Lộc B,"B13/29B Ấp 2C X. Vĩnh Lộc B, H. Bình Chánh, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM C12/13B Liên Ấp 123,"C12/13B Liên Ấp 123, Ấp 3, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM D1/1 Nguyễn Thị Tú,"D1/1 Nguyễn Thị Tú, Ấp 4, X. Vĩnh Lộc B, H. Bình Chánh, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 314 Tỉnh lộ 8,"314 đường tỉnh lộ 8, KP4, Thị trấn Củ Chi, Huyện Củ Chi, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 42B Nguyễn Văn Khạ,"42B Nguyễn Văn Khạ, KP. 1, TT. Củ Chi, H. Củ Chi, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 63 Phạm Hữu Tâm,"63 Phạm Hữu Tâm, TT. Củ Chi, H. Củ Chi, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 1400 Tỉnh Lộ 7,"1400 Tỉnh Lộ 7, Ấp Chợ Cũ, X. An Nhơn Tây, H. Củ Chi TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 318 Tỉnh Lộ 2,"318 Tỉnh Lộ 2, Ấp 2, Xã Phước Vĩnh An, Huyện Củ Chi, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 80 Nguyễn Thị Tiệp,"80 Nguyễn Thị Tiệp, ẤP. Tây, X. Tân An Hội, H. Củ Chi, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM Số 13 Đường 78,"Số 13 Đường 78 Ấp Đình, Xã Tân Phú Trung, Huyện Củ Chi, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 243 Tỉnh Lộ 15,"243 Tỉnh Lộ 15, X. Tân Thạnh Đông, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 565G Tỉnh Lộ 15,"565G Tỉnh Lộ 15, Xã Tân Thạnh Đông, Huyện Củ Chi TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 21 Tỉnh Lộ 8,"21 Đường Tỉnh lộ 8, Ấp 1A, X. Tân Thạnh Tây, H. Củ Chi, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 28 Trần Tử Bình,"28 Trần Tử Bình, ấp Tân Định, xã Tân Thông Hội, Huyện Củ Chi, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 54C Nguyễn Thị Nỉ,"54C Nguyễn Thị Nỉ, Ấp Hội Thạnh, X. Trung An, H. Củ Chi, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 309 Nguyễn Thị Rành,"309 Nguyễn Thị Rành, Ấp Xóm Mới, X. Trung Lập Hạ, Huyện Củ Chi, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 36/2 – 36/2B đường Lê Thị H,"36/2 – 36/2B đường Lê Thị Hà, KP. 8, TT. Hóc Môn, H. Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 8/1A KP4,"8/1A Khu phố 4, TT. Hóc Môn, H. Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 126/4/1 Ấp Tây Lân,"126/4/1 Ấp Tây Lân Tổ 21 Xã Bà Điểm, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 26/4B Ấp Đông Lân,"26/4B Ấp Đông Lân, Xã Bà Điểm, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 8/9 ấp Hưng Lân,"8/9 ấp Hưng Lân, Xã Bà Điểm, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 1/23B Ấp 3,"1/23B Ấp 3 xã Đông Thạnh, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM 1/34A ấp 1, xã Đông Thạnh","1/34A ấp 1, xã Đông Thạnh, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 143C Lê Văn Khương,"143C Lê Văn Khương, Ấp 5, xã Đông Thạnh, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 3/22A Đông Thạnh 2-3-1,"3/22A Đông Thạnh 2-3-1, X. Đông Thạnh, H. Hóc Môn TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 8/17 Đông Thạnh 3,"8/17 Đông Thạnh 3, X. Đông Thạnh, H. Hóc Môn TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 3/123 Ấp Nhị Tân 1,"3/123 Ấp Nhị Tân 1, xã Tân Thới Nhì, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 98/5A-5B Ấp Dân Thắng 2,"98/5A – 5B Ấp Dân Thắng 2, X. Tân Thới Nhì, H. Hóc Môn TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 33/4 ấp Mới 1,"33/4 ấp Mới 1, Xã Tân Xuân, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 129/3 Trịnh Thị Miếng,"129/3 Trịnh Thị Miếng, X. Thới Tam Thôn, H. Hóc Môn TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 23 Nguyễn Hữu Cầu,"23 Nguyễn Hữu Cầu, Ấp Vạn Hạnh, Xã Trung Chánh, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 34/5B Trung Mỹ - Tân Xuân,"34/5B Trung Mỹ - Tân Xuân, Ấp Mỹ Huề, X. Trung Chánh, H. Hóc Môn , TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 37/2B-2D Ấp Mỹ Hòa,"37/2B-37/2D Ấp Mỹ Hòa, Xã Trung Chánh, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 101/2 Ấp 4,"101/2 Ấp 4, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 23/2 Trần Văn Mười,"23/2 Trần Văn Mười, ấp 7, xã Xuân Thới Thượng, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 8/2B Trần Văn Mười,"8/2B Trần Văn Mười, Ấp 3, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 505 Nguyễn Văn Tạo,"505 Nguyễn Văn Tạo, Ấp 1, X. Long Thới, H. Nhà Bè TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM 12/12 Tổ 9, Ấp 3","12/12 Tổ 9, Ấp 3, Xã Phú Xuân, Nhà Bè, Huyện Nhà Bè, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 2386-2388 Huỳnh Tấn Phát,"2386-2388 Huỳnh Tấn Phát, Ấp 3, Xã Phú Xuân, Huyện Nhà Bè, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WIN HCM D.1.10, Tầng 1 Sunrise Rive","Lô D.1.10, Tầng 1, Khối tháp D, Khu G, Khu Nhà ở, Phước Kiển (Khu G và Khu E), Ấp 5, Phước Kiển, H. Nhà Bè, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WIN HCM Dragon Hill Residence &,"Căn shop TM 03, Tầng trệt block 1 (Khu 1), phân khu 15A1,Đường Nguyễn Hữu Thọ, xã Phước Kiển, H. Nhà Bè, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WIN HCM I.1.05-06 CC Sunrise,"I.1.05 và I.1.06 tòa nhà Sunrise Riverside tầng 1, tháp I, Ấp  5, X. Phước Kiển, H. Nhà Bè TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM 1.4 Tầng 1, CC Phú Hoàng An","1.4 Tầng 1, Khu A Cao Ốc Phú Hoàng Anh, Nguyễn Hữu Thọ, X. P TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 1192 Lê Văn Lương,"1192 Lê Văn Lương, ấp 3, Xã Phước Kiển, Huyện Nhà Bè, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 156A Nguyễn Hữu Thọ,"C01.02 tầng 1 khối đế số 156A Nguyễn Hữu Thọ, xã Phước Kiển, Huyện Nhà Bè, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM B2 Hoàng Anh Gold House,"Thương mại dịch vụ số 1.5,khu B2, (Hoàng Anh Gold House) 187A Lê Văn Lươn , ấp 3, xã Phước Kiển,H. Nhà Bè,HCM, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM Hoàng Anh GoldHouse,"A3-01-05 chung cư Hoàng Anh, An Tiến, số 187 Lê Văn Lương, X. Phước Kiển, Huyện Nhà Bè, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WIN HCM Shop 58-60-62, B3-CC The","Shop 58 - 60 - 62, Block B3 - Chung cư The Park Residence, 12 Nguyễn Hữu Thọ, P. Phước Kiển, H. Nhà Bè TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM A0.02 CC Hưng Phát,"A0.02, Tầng trệt, Khu A, Cao ốc Hưng Phát, 928 Lê Văn Lương, X. Phước Kiểng, H. Nhà Bè TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM VCC HCM Đồng Khởi,"Vincom Center Đồng Khởi, 72, Lê Thánh Tôn, Quận 1, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 54 Nguyễn Du,"54 Nguyễn Du, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM Golden River A3. SH10,"A3.SH.10, tầng 1, tòa A3 (HH6-3), Vinhomes Golden River, Số 2 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WIN HCM 339DE Nguyễn Cảnh Chân,"339DE Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WIN HCM 331C Trần Hưng Đạo,"331C Trần Hưng Đạo, Phường Cô Giang, Quận 1, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 37 Hồ Hảo Hớn,"37 Hồ Hảo Hớn, P. Cô Giang, Q1, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"[Block] WM+ HCM TM02-CH3, Cityland",0.08 Tầng 1 - chung cư CH3 - KDC city Land đường số 8 HCM Việt Nam, HỒ CHÍ MINH, HO CHI MINH
WM VCP HCM Ba Tháng Hai Hub online,"Số 3c đường 3/2, Phường 11, Quận 10 , TP. Hồ Chí Minh, Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WPH HCM A3 Chung cư Star Light,Tổ hợp chung cư H098&T106 tại 241/42 Nguyễn Văn Luông HCM Việt Nam, HỒ CHÍ MINH, HO CHI MINH
WPH HCM Golden Mansion,"CC Golden Mansion, Lô GM-01.08 Tầng 1, Khu phức hợp Nhà ở và Thương mại Dịch vụ, 119 Phổ Quang HCM Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 351/29 Lê Đại Hành,"351/29 Lê Đại Hành, Phường 11, Quận 11, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 39A-41 Đường Đội Cung,"39A-41 Đường Đội Cung, Phường 11, Quận 11, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 1/84 Cư Xá Lữ Gia,"1/84 Cư xá Lữ Gia, P. 15, Q. 11 (địa chỉ đầu vào 2 Bis Đường 52, Cư Xá Lữ Gia) TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM Lô B, CC 312 Lạc Long Quân","Tầng trệt lô B, cc 312 Lạc Long Quân, P. 5, Q. 11, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 04 Đường số 2,"04 Đường số 2, P. 8, Q. 11, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 120E Xóm Đất,"120E Xóm Đất, Phường 8, Quận 11, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 149 Đội Cung,"149 Đội Cung, Phường 9, Quận 11, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 172/16A - 18 An Phú Đông 09,"172/16A-18 An Phú Đông 09, P. An Phú Đông, Q. 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 1/45 Nguyễn Văn Qúa,"Khu dân cư mở rộng 1/45 Đường Nguyễn Văn Qúa, Phường Đông Hưng Thuận Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 108 đường ĐHT02,"108 đường ĐHT02, Phường Đông Hưng Thuận, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 342 Nguyễn Văn Quá,"342 Nguyễn Văn Quá, P. Đông HưngThuận, Q.12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM B57 Khu phố 3,"B57 Khu phố 3, Phường Đông Hưng Thuận, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 302 – 304 Nguyễn Thị Kiểu,"302 – 304 Nguyễn Thị Kiểu, P. Hiệp Thành, Q. 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 506/61 Nguyễn Ảnh Thủ,"506/61 Nguyễn Ảnh Thủ, kp 4, p Hiệp Thành, q.12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 563 Lê Văn Khương,"563 Lê Văn Khương, KP 5, P.Hiệp Thành, Q.12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 112/6 Tân Chánh Hiệp 36,"112/6 Tân Chánh Hiệp 36, Khu phố 6, Phường Tân Chánh Hiệp, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 125A Dương Thị Mười,"125A Dương Thị Mười, P. Tân Chánh Hiệp, Q. 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 249-251 Huỳnh Thị Hai,"249-251 đường Huỳnh Thị Hai (đường TCH13 cũ), KP. 9, P. Tân Chánh Hiệp, Q. 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 34T Tân Chánh Hiệp 18,"34T Đường Tân Chánh Hiệp 18, Phường Tân Chánh Hiệp, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 596/2 Tô Ký,"596/2 Tô Ký, Phường Tân Chánh Hiệp, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 911 A-B Nguyễn Ảnh Thủ,"911 A-B Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM Tân Chánh Hiệp,"005 Tòa nhà A1 CC 48A, Dương Thị Mười, Khu phố 1, Phường Tân Chánh Hiệp, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 17/4 Nguyễn Thị Kiểu,"Số 17/4 Nguyễn Thị Kiểu - KP 3, Phường Tân Thới Hiệp, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 77 Tân Thới Hiệp 14,"77 Tân Thới Hiệp 14, P. Tân Thới Hiệp, Q. 12 TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 258 Phan Văn Hớn,"CH TM.08,CC Tecco Tower, Tham Lương, P. Tân Thới Nhất, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 34 Tân Thới Nhất 21,"34 Tân Thới Nhất 21, Khu phố 4, Phường Tân Thới Nhất, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 75/4B Khu Phố 6,"75/4B Khu Phố 6, Phường Tân Thời Nhất, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM KA-09 CC Moscow Tower 19/1,"AK-09, thuộc khối A, Chung cư Cao Tầng Moscow Tower, 19/1 Tân Thới Nhất 17, P. Tân Thới Nhất, Q. 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM Tầng 1 Lô A CC Nguyên Minh,"19/1 Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM TM.03, CC CTL Tower","TM.03, CC CLT Tower, Khu CC Tái Định Cư Tham Lương, P. Tân Thới Nhất, Q. 12 TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 12/1 đường TL27,"12/1 đường TL27, Khu phố 3, Phường Thạnh Lộc, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 42/1 TL 16,"42/1 tl16, khu phố 3B, Phường Thạnh Lộc, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 45 Đường TL 27,"45 Đường TL 27, KP3B, Phường Thạnh Lộc, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 25 Bùi Công Trừng,"25 Bùi Công Trừng, Phường Thạnh Xuân, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 35A đường TX 21,"35A đường TX 21, khu phố 1, Phường Thạnh Xuân, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 9/3B Hà Huy Giáp,"9/3B Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM P4.01.03, CC Pi City","P4.01.04, 9A Thạnh Xuân 13, P. Thạnh Xuân, Q. 12 TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM 01 BT2, KDC Hà Đô","01 BT2, KDC Hà Đô, Phường Thới, An, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 163 Nguyễn Thị Kiêu,"163 Nguyễn Thị Kiêu, Khu phố 2, Phường Thới An, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 95-99 Nguyễn Thị Kiêu,"95-99 Nguyễn Thị Kiêu, Phường Thới An, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM Chung cư Hoa Phượng (Zen To,"1.02, 1.03, 2.03, 2.04 Tầng 1+2, Chung cư Hoa Phượng, (Zen Tower), 34/1A Quốc lộ 1A, Phường Thới An, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM Nền L12, Thới An","Nền số 12, Khu nhà ở Phường Thới An, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 109 Hà Đặc,"Nhà tại thửa 614, TBĐ số 09, Khu phố 6, Phường Trung Mỹ Tây, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 122 Trung Mỹ Tây 13,"122 Trung Mỹ Tây 13, KP. 7, P. Trung Mỹ Tây, Q. 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 425 Tô Ký,"425 Tô Ký, Phường Trung Mỹ Tây, Quận 12, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WIN HCM 001 SAV4, CC Avenue","0.01. Tầng trệt tháp 4, Sun Avenue 28 Mai Chí Thọ, Phường An Phú, Quận 2, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WIN HCM BTM1-3 Trệt Chung cư Centan,"BTM1-3 BlockB tầng 1 (trệt), khu phố 3 Centana, 36 mai Chí Thọ, Phường An Phú, Quận 2, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WIN HCM CC An Cư,"Tầng Trệt Cao ốc An Cư, số 8, đường Thái Thuận, P An Phú, Quận 2, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM 0.02 Tầng trệt, CC An Hòa","0.02 Tầng trệt, CC An Hòa, 60 Trần Lựu, P. An Phú, TP. Thủ Đức (Q. 2 cũ) TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 185B Nguyễn Thị Định,"185B Nguyễn Thị Định, Phường An Phú, Quận 2, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM Cao ốc Lexington,"67 Mai Chí Thọ, Phường An Phú, Quận 2, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM CC Lexington,"Chung Cư Lexington, P. An Phú, Quận 2, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM Lương Định Của,"0.1 Lô A, Lương Định Của Ấp 2, P. An Phú, Quận 2, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM SAV.8-00.06-07, CC Sun Aven","(SAV8.00.06 và SAV8.00.07), CC Sun Avenue, 28 Mai Chí Thọ, P. An Phú, TP. Thủ Đức (Q. 2 cũ) TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 83 Đường số 3,"B.01.09 Block  B tầng trệt và lầu 1, bộ Công An, số 83 Đường số 3, P. Bình A Quận 2, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM CC 29 Trần Não,"29 Trần Não, KP3, P. Bình An, Quận 2, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WM+ HCM CC Bộ Công An, B01.05","Số 01.05, Lô B, căn hộ B.01.05, Chung cư Bộ Công an, Số 83 đường số 3, P. Bình An, TP. Thủ Đức, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WIN HCM VE-S06, KDC New City","VE-S06, Tầng Trệt Khu Thương Mại Tòa nhà Venice, KDC New City, 17 Mai Chí Thọ, Phường Bình Khánh, Quận 2, Tp. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
"WIN HCM SH21, CC Homyland Riverside","Lô thương mại SH21 thuộc chung cư cao cấp Homyland Riverside, số 14 đường số 1, P. Bình Trưng Đông, TP. Thủ Đức TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
WM+ HCM 537 Nguyễn Duy Trinh,"537 Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, TP. Hồ Chí Minh Việt Nam", HỒ CHÍ MINH, HO CHI MINH
